{'date': '2017-06-22 21:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2018-02-12 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '8.00'}
{'date': '2018-02-12 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '9.60'}
{'date': '2018-02-12 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '11.60'}
{'date': '2018-02-12 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '12.30'}
{'date': '2018-02-13 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '12.90'}
{'date': '2018-02-13 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '13.50'}
{'date': '2018-02-13 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '13.90'}
{'date': '2018-02-13 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '14.30'}
{'date': '2018-02-13 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '14.50'}
{'date': '2018-02-13 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '14.60'}
{'date': '2018-02-13 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '14.80'}
{'date': '2018-02-13 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '14.90'}
{'date': '2018-02-13 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '14.90'}
{'date': '2018-02-13 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '14.40'}
{'date': '2018-02-13 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '14.60'}
{'date': '2018-02-13 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '14.50'}
{'date': '2018-02-13 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '14.70'}
{'date': '2018-02-13 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '14.80'}
{'date': '2018-02-13 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.10', 'humidity': '16.70'}
{'date': '2018-02-13 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '15.20'}
{'date': '2018-02-13 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '15.20'}
{'date': '2018-02-13 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '13.80'}
{'date': '2018-02-13 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '13.10'}
{'date': '2018-02-13 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '12.20'}
{'date': '2018-02-13 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '11.00'}
{'date': '2018-02-13 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.00', 'humidity': '10.90'}
{'date': '2018-02-13 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.10', 'humidity': '11.30'}
{'date': '2018-02-13 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '8.60'}
{'date': '2018-02-13 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '8.60'}
{'date': '2018-02-13 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '8.70'}
{'date': '2018-02-13 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '8.20'}
{'date': '2018-02-13 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '6.20'}
{'date': '2018-02-13 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '7.60'}
{'date': '2018-02-13 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '7.60'}
{'date': '2018-02-13 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '6.30'}
{'date': '2018-02-13 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '8.40'}
{'date': '2018-02-13 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '8.40'}
{'date': '2018-02-13 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '8.10'}
{'date': '2018-02-13 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '8.10'}
{'date': '2018-02-13 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '8.90'}
{'date': '2018-02-13 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '8.90'}
{'date': '2018-02-13 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '9.60'}
{'date': '2018-02-13 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '9.70'}
{'date': '2018-02-13 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.90', 'humidity': '16.80'}
{'date': '2018-02-13 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '14.60'}
{'date': '2018-02-13 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '15.10'}
{'date': '2018-02-13 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '24.10'}
{'date': '2018-02-13 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '23.30'}
{'date': '2018-02-13 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '24.80'}
{'date': '2018-02-21 11:00', 'home': '', 'ch2o': -1, 'temperature': '11.90', 'humidity': '40.50'}
{'date': '2018-02-21 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '42.20'}
{'date': '2018-02-21 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.00', 'humidity': '42.20'}
{'date': '2018-02-21 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '36.80'}
{'date': '2018-02-21 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '28.80'}
{'date': '2018-02-21 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '27.60'}
{'date': '2018-02-21 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '29.50'}
{'date': '2018-02-21 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '29.40'}
{'date': '2018-02-21 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.00', 'humidity': '28.80'}
{'date': '2018-02-21 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.30', 'humidity': '28.30'}
{'date': '2018-02-21 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '27.80'}
{'date': '2018-02-21 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.70', 'humidity': '26.50'}
{'date': '2018-02-21 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '26.70'}
{'date': '2018-02-21 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.40', 'humidity': '24.40'}
{'date': '2018-02-21 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.20', 'humidity': '23.30'}
{'date': '2018-02-21 18:30', 'home': '', 'ch2o': 0.0073, 'temperature': '15.30', 'humidity': '27.70'}
{'date': '2018-02-21 19:00', 'home': '', 'ch2o': 0.0047, 'temperature': '15.60', 'humidity': '29.00'}
{'date': '2018-02-21 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.70', 'humidity': '27.10'}
{'date': '2018-02-21 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.70', 'humidity': '31.10'}
{'date': '2018-02-21 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.70', 'humidity': '31.20'}
{'date': '2018-02-21 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.80', 'humidity': '28.90'}
{'date': '2018-02-21 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '29.50'}
{'date': '2018-02-21 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '29.50'}
{'date': '2018-02-21 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '31.30'}
{'date': '2018-02-21 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '31.70'}
{'date': '2018-02-21 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '31.20'}
{'date': '2018-02-22 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.80', 'humidity': '32.00'}
{'date': '2018-02-22 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '31.60'}
{'date': '2018-02-22 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.60', 'humidity': '31.60'}
{'date': '2018-02-22 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '31.10'}
{'date': '2018-02-22 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '30.90'}
{'date': '2018-02-22 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '30.00'}
{'date': '2018-02-22 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '30.00'}
{'date': '2018-02-22 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '29.60'}
{'date': '2018-02-22 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '29.30'}
{'date': '2018-02-22 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '29.30'}
{'date': '2018-02-22 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '29.10'}
{'date': '2018-02-22 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '29.00'}
{'date': '2018-02-22 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '29.00'}
{'date': '2018-02-22 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '28.90'}
{'date': '2018-02-22 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '28.90'}
{'date': '2018-02-22 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '24.90'}
{'date': '2018-02-22 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '26.70'}
{'date': '2018-02-22 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '26.90'}
{'date': '2018-02-22 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '25.30'}
{'date': '2018-02-22 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '25.20'}
{'date': '2018-02-22 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '24.20'}
{'date': '2018-02-22 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '23.90'}
{'date': '2018-02-22 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '24.30'}
{'date': '2018-02-22 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '24.30'}
{'date': '2018-02-22 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '24.20'}
{'date': '2018-02-22 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '24.90'}
{'date': '2018-02-22 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '25.50'}
{'date': '2018-02-22 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '24.30'}
{'date': '2018-02-22 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '24.30'}
{'date': '2018-02-22 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '24.90'}
{'date': '2018-02-22 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '23.60'}
{'date': '2018-02-22 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '23.60'}
{'date': '2018-02-22 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.50', 'humidity': '23.70'}
{'date': '2018-02-22 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '23.30'}
{'date': '2018-02-22 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '23.30'}
{'date': '2018-02-22 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '24.30'}
{'date': '2018-02-22 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '25.80'}
{'date': '2018-02-22 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.20', 'humidity': '26.90'}
{'date': '2018-02-22 19:00', 'home': '', 'ch2o': 0.0021, 'temperature': '13.20', 'humidity': '47.40'}
{'date': '2018-02-22 19:30', 'home': '', 'ch2o': 0.0072, 'temperature': '13.80', 'humidity': '58.10'}
{'date': '2018-02-22 20:00', 'home': '', 'ch2o': 0.0061, 'temperature': '14.20', 'humidity': '47.40'}
{'date': '2018-02-22 20:30', 'home': '', 'ch2o': 0.0034, 'temperature': '14.50', 'humidity': '43.80'}
{'date': '2018-02-22 21:00', 'home': '', 'ch2o': 0.0014, 'temperature': '14.50', 'humidity': '43.80'}
{'date': '2018-02-22 21:30', 'home': '', 'ch2o': 0.0018, 'temperature': '14.70', 'humidity': '38.90'}
{'date': '2018-02-22 22:00', 'home': '', 'ch2o': 0.0003, 'temperature': '14.80', 'humidity': '37.80'}
{'date': '2018-02-22 22:30', 'home': '', 'ch2o': 0.0002, 'temperature': '14.80', 'humidity': '37.70'}
{'date': '2018-02-22 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '15.10', 'humidity': '40.80'}
{'date': '2018-02-22 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '36.20'}
{'date': '2018-02-23 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '36.30'}
{'date': '2018-02-23 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '37.00'}
{'date': '2018-02-23 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.40', 'humidity': '36.90'}
{'date': '2018-02-23 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '36.10'}
{'date': '2018-02-23 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '36.10'}
{'date': '2018-02-23 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '35.60'}
{'date': '2018-02-23 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '35.20'}
{'date': '2018-02-23 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '34.30'}
{'date': '2018-02-23 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '33.20'}
{'date': '2018-02-23 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '32.20'}
{'date': '2018-02-23 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '32.20'}
{'date': '2018-02-23 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '32.90'}
{'date': '2018-02-23 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '32.80'}
{'date': '2018-02-23 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '32.70'}
{'date': '2018-02-23 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '32.80'}
{'date': '2018-02-23 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '30.10'}
{'date': '2018-02-23 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '35.50'}
{'date': '2018-02-23 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '34.20'}
{'date': '2018-02-23 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.40', 'humidity': '34.50'}
{'date': '2018-02-23 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '35.30'}
{'date': '2018-02-23 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '35.50'}
{'date': '2018-02-23 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.30', 'humidity': '35.50'}
{'date': '2018-02-23 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.60', 'humidity': '28.50'}
{'date': '2018-02-23 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '24.70'}
{'date': '2018-02-23 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '12.70', 'humidity': '24.60'}
{'date': '2018-02-23 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '12.90', 'humidity': '25.30'}
{'date': '2018-02-23 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '19.80'}
{'date': '2018-02-23 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.20', 'humidity': '19.80'}
{'date': '2018-02-23 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '14.00'}
{'date': '2018-02-23 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '14.00'}
{'date': '2018-02-23 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '12.30'}
{'date': '2018-02-23 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '9.80'}
{'date': '2018-02-23 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '7.30'}
{'date': '2018-02-23 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '9.30'}
{'date': '2018-02-23 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '9.50'}
{'date': '2018-02-23 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '9.40'}
{'date': '2018-02-23 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '14.30'}
{'date': '2018-02-23 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '14.20'}
{'date': '2018-02-23 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '22.60'}
{'date': '2018-02-23 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '22.40'}
{'date': '2018-02-23 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '24.70'}
{'date': '2018-02-23 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '25.50'}
{'date': '2018-02-23 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '29.90'}
{'date': '2018-02-23 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '29.90'}
{'date': '2018-02-23 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '41.60'}
{'date': '2018-02-23 22:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '41.40'}
{'date': '2018-02-23 23:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '36.40'}
{'date': '2018-02-23 23:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '33.70'}
{'date': '2018-02-24 00:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '33.60'}
{'date': '2018-02-24 00:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '33.70'}
{'date': '2018-02-24 01:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '34.00'}
{'date': '2018-02-24 01:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '33.90'}
{'date': '2018-02-24 02:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.60', 'humidity': '32.70'}
{'date': '2018-02-24 02:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '33.90'}
{'date': '2018-02-24 03:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '33.60'}
{'date': '2018-02-24 03:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '34.10'}
{'date': '2018-02-24 04:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '34.00'}
{'date': '2018-02-24 04:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '33.80'}
{'date': '2018-02-24 05:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '33.90'}
{'date': '2018-02-24 05:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '34.10'}
{'date': '2018-02-24 06:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '34.20'}
{'date': '2018-02-24 06:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '33.70'}
{'date': '2018-02-24 07:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '33.70'}
{'date': '2018-02-24 07:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '36.30'}
{'date': '2018-02-24 08:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.30', 'humidity': '32.90'}
{'date': '2018-02-24 08:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '33.70'}
{'date': '2018-02-24 09:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '33.40'}
{'date': '2018-02-24 09:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.40', 'humidity': '33.60'}
{'date': '2018-02-24 10:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.50', 'humidity': '34.40'}
{'date': '2018-02-24 10:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '34.00'}
{'date': '2018-02-24 11:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '36.70'}
{'date': '2018-02-24 11:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '38.30'}
{'date': '2018-02-24 12:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '38.30'}
{'date': '2018-02-24 12:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.10', 'humidity': '39.40'}
{'date': '2018-02-24 13:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '43.60'}
{'date': '2018-02-24 13:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '46.20'}
{'date': '2018-02-24 14:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '45.90'}
{'date': '2018-02-24 14:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '48.70'}
{'date': '2018-02-24 15:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '46.40'}
{'date': '2018-02-24 15:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.20', 'humidity': '46.50'}
{'date': '2018-02-24 16:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '48.50'}
{'date': '2018-02-24 16:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.00', 'humidity': '48.20'}
{'date': '2018-02-24 17:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '48.10'}
{'date': '2018-02-24 17:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.90', 'humidity': '47.20'}
{'date': '2018-02-24 18:00', 'home': '', 'ch2o': 0.0, 'temperature': '13.80', 'humidity': '46.20'}
{'date': '2018-02-24 18:30', 'home': '', 'ch2o': 0.0, 'temperature': '13.70', 'humidity': '47.40'}
{'date': '2018-02-24 19:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.30', 'humidity': '44.70'}
{'date': '2018-02-24 19:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.70', 'humidity': '43.20'}
{'date': '2018-02-24 20:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '45.80'}
{'date': '2018-02-24 20:30', 'home': '', 'ch2o': 0.0, 'temperature': '14.50', 'humidity': '45.70'}
{'date': '2018-02-24 21:00', 'home': '', 'ch2o': 0.0, 'temperature': '14.90', 'humidity': '44.40'}
{'date': '2018-02-24 21:30', 'home': '', 'ch2o': 0.0, 'temperature': '15.60', 'humidity': '42.80'}
{'date': '2018-02-24 22:00', 'home': '', 'ch2o': 0.0, 'temperature': '16.80', 'humidity': '38.00'}
